Expt,Site,Year,Season,Afactor,A_label,Bfactor,B_label,Rep,GYtha
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V1,IR8 ,1,5670
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V1,IR8 ,2,5939
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V1,IR8 ,3,4994
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V1,IR8 ,4,6012
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V2,IR262-43-8-11,1,6585
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V2,IR262-43-8-11,2,7215
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V2,IR262-43-8-11,3,5087
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V2,IR262-43-8-11,4,5872
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V3,IR400-28-4-5,1,4607
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V3,IR400-28-4-5,2,5055
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V3,IR400-28-4-5,3,4359
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V3,IR400-28-4-5,4,3957
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V4,C4-63,1,4484
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V4,C4-63,2,5449
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V4,C4-63,3,5268
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V4,C4-63,4,3754
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V5,Chianung 242,1,3561
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V5,Chianung 242,2,5944
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V5,Chianung 242,3,4873
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V5,Chianung 242,4,4281
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V6,Taichung (N)1,1,5753
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V6,Taichung (N)1,2,5547
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V6,Taichung (N)1,3,5334
LTCCE-HP,IRRI-B5-B8,1968,DS,F1,0,V6,Taichung (N)1,4,5990
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V1,IR8 ,1,7183
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V1,IR8 ,2,6541
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V1,IR8 ,3,5601
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V1,IR8 ,4,
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V2,IR262-43-8-11,1,8751
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V2,IR262-43-8-11,2,7889
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V2,IR262-43-8-11,3,5636
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V2,IR262-43-8-11,4,7535
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V3,IR400-28-4-5,1,7226
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V3,IR400-28-4-5,2,6534
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V3,IR400-28-4-5,3,6177
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V3,IR400-28-4-5,4,6634
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V4,C4-63,1,7027
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V4,C4-63,2,7139
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V4,C4-63,3,6257
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V4,C4-63,4,5578
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V5,Chianung 242,1,6285
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V5,Chianung 242,2,5754
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V5,Chianung 242,3,6108
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V5,Chianung 242,4,6324
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V6,Taichung (N)1,1,6896
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V6,Taichung (N)1,2,5902
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V6,Taichung (N)1,3,5444
LTCCE-HP,IRRI-B5-B8,1968,DS,F2,40,V6,Taichung (N)1,4,6978
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V1,IR8 ,1,6180
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V1,IR8 ,2,6120
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V1,IR8 ,3,7111
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V1,IR8 ,4,7408
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V2,IR262-43-8-11,1,8122
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V2,IR262-43-8-11,2,7553
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V2,IR262-43-8-11,3,8062
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V2,IR262-43-8-11,4,8071
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V3,IR400-28-4-5,1,8105
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V3,IR400-28-4-5,2,6306
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V3,IR400-28-4-5,3,6832
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V3,IR400-28-4-5,4,7541
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V4,C4-63,1,6550
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V4,C4-63,2,5780
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V4,C4-63,3,6855
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V4,C4-63,4,7843
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V5,Chianung 242,1,6281
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V5,Chianung 242,2,4445
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V5,Chianung 242,3,6885
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V5,Chianung 242,4,6749
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V6,Taichung (N)1,1,5733
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V6,Taichung (N)1,2,5657
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V6,Taichung (N)1,3,7717
LTCCE-HP,IRRI-B5-B8,1968,DS,F3,60,V6,Taichung (N)1,4,7478
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V1,IR8 ,1,6959
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V1,IR8 ,2,7289
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V1,IR8 ,3,6586
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V1,IR8 ,4,6869
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V2,IR262-43-8-11,1,8214
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V2,IR262-43-8-11,2,8066
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V2,IR262-43-8-11,3,8128
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V2,IR262-43-8-11,4,7185
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V3,IR400-28-4-5,1,8232
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V3,IR400-28-4-5,2,8395
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V3,IR400-28-4-5,3,7558
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V3,IR400-28-4-5,4,7867
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V4,C4-63,1,7337
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V4,C4-63,2,7471
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V4,C4-63,3,6787
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V4,C4-63,4,6604
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V5,Chianung 242,1,6886
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V5,Chianung 242,2,7023
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V5,Chianung 242,3,6020
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V5,Chianung 242,4,6919
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V6,Taichung (N)1,1,7614
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V6,Taichung (N)1,2,8274
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V6,Taichung (N)1,3,6132
LTCCE-HP,IRRI-B5-B8,1968,DS,F4,120,V6,Taichung (N)1,4,7149
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V1,IR400-5-12-10-2,1,4133
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V1,IR400-5-12-10-2,2,4682
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V1,IR400-5-12-10-2,3,2652
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V1,IR400-5-12-10-2,4,3707
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V2,IR20,1,5912
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V2,IR20,2,5551
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V2,IR20,3,3657
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V2,IR20,4,4496
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V3,IR8,1,4225
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V3,IR8,2,5051
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V3,IR8,3,3438
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V3,IR8,4,4241
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V4,IR593-3-17,1,6174
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V4,IR593-3-17,2,4990
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V4,IR593-3-17,3,2996
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V4,IR593-3-17,4,4351
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V5,C4-63,1,4543
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V5,C4-63,2,5038
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V5,C4-63,3,3641
LTCCE-HP,IRRI-B5-B8,1969,DS,F1,0,V5,C4-63,4,3431
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V1,IR400-5-12-10-2,1,6202
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V1,IR400-5-12-10-2,2,6274
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V1,IR400-5-12-10-2,3,4137
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V1,IR400-5-12-10-2,4,6057
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V2,IR20,1,6952
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V2,IR20,2,6586
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V2,IR20,3,6053
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V2,IR20,4,6281
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V3,IR8,1,6943
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V3,IR8,2,7072
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V3,IR8,3,4313
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V3,IR8,4,6265
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V4,IR593-3-17,1,6851
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V4,IR593-3-17,2,6930
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V4,IR593-3-17,3,5955
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V4,IR593-3-17,4,6310
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V5,C4-63,1,6236
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V5,C4-63,2,6268
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V5,C4-63,3,5233
LTCCE-HP,IRRI-B5-B8,1969,DS,F2,60,V5,C4-63,4,5528
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V1,IR400-5-12-10-2,1,5647
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V1,IR400-5-12-10-2,2,7133
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V1,IR400-5-12-10-2,3,6330
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V1,IR400-5-12-10-2,4,6259
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V2,IR20,1,6944
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V2,IR20,2,7012
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V2,IR20,3,6577
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V2,IR20,4,6856
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V3,IR8,1,5704
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V3,IR8,2,7008
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V3,IR8,3,7262
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V3,IR8,4,6717
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V4,IR593-3-17,1,7101
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V4,IR593-3-17,2,7330
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V4,IR593-3-17,3,7957
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V4,IR593-3-17,4,7894
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V5,C4-63,1,5221
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V5,C4-63,2,6237
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V5,C4-63,3,6890
LTCCE-HP,IRRI-B5-B8,1969,DS,F3,100,V5,C4-63,4,6775
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V1,IR400-5-12-10-2,1,6798
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V1,IR400-5-12-10-2,2,7178
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V1,IR400-5-12-10-2,3,6836
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V1,IR400-5-12-10-2,4,6080
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V2,IR20,1,7237
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V2,IR20,2,6883
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V2,IR20,3,7654
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V2,IR20,4,6792
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V3,IR8,1,7953
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V3,IR8,2,7828
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V3,IR8,3,7997
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V3,IR8,4,6842
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V4,IR593-3-17,1,7769
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V4,IR593-3-17,2,8199
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V4,IR593-3-17,3,7878
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V4,IR593-3-17,4,7499
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V5,C4-63,1,6658
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V5,C4-63,2,6505
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V5,C4-63,3,6399
LTCCE-HP,IRRI-B5-B8,1969,DS,F4,140,V5,C4-63,4,6573
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V1,IR8,1,5631
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V1,IR8,2,5813
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V1,IR8,3,4511
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V1,IR8,4,5574
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V2,PB76-TB807,1,5884
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V2,PB76-TB807,2,5897
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V2,PB76-TB807,3,4767
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V2,PB76-TB807,4,4957
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V3,IR661-1-140-3-2,1,6335
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V3,IR661-1-140-3-2,2,7814
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V3,IR661-1-140-3-2,3,5448
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V3,IR661-1-140-3-2,4,6378
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V4,IR22,1,5626
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V4,IR22,2,6047
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V4,IR22,3,5171
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V4,IR22,4,4977
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V5,IR20,1,6416
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V5,IR20,2,6519
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V5,IR20,3,4768
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V5,IR20,4,5746
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V6,IR773A1-36-2-1,1,5677
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V6,IR773A1-36-2-1,2,4756
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V6,IR773A1-36-2-1,3,3523
LTCCE-HP,IRRI-B5-B8,1970,DS,F1,0,V6,IR773A1-36-2-1,4,4066
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V1,IR8,1,7834
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V1,IR8,2,7206
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V1,IR8,3,6797
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V1,IR8,4,6898
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V2,PB76-TB807,1,6805
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V2,PB76-TB807,2,6775
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V2,PB76-TB807,3,6064
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V2,PB76-TB807,4,6401
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V3,IR661-1-140-3-2,1,8833
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V3,IR661-1-140-3-2,2,8400
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V3,IR661-1-140-3-2,3,8082
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V3,IR661-1-140-3-2,4,8230
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V4,IR22,1,8282
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V4,IR22,2,6834
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V4,IR22,3,6303
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V4,IR22,4,7515
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V5,IR20,1,7184
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V5,IR20,2,6695
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V5,IR20,3,6596
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V5,IR20,4,6927
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V6,IR773A1-36-2-1,1,6562
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V6,IR773A1-36-2-1,2,5475
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V6,IR773A1-36-2-1,3,5336
LTCCE-HP,IRRI-B5-B8,1970,DS,F2,50,V6,IR773A1-36-2-1,4,5628
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V1,IR8,1,8248
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V1,IR8,2,8603
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V1,IR8,3,8353
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V1,IR8,4,7864
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V2,PB76-TB807,1,6673
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V2,PB76-TB807,2,7224
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V2,PB76-TB807,3,4870
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V2,PB76-TB807,4,5574
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V3,IR661-1-140-3-2,1,9859
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V3,IR661-1-140-3-2,2,10288
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V3,IR661-1-140-3-2,3,9902
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V3,IR661-1-140-3-2,4,9691
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V4,IR22,1,7948
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V4,IR22,2,7632
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V4,IR22,3,8749
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V4,IR22,4,8500
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V5,IR20,1,7301
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V5,IR20,2,7278
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V5,IR20,3,7310
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V5,IR20,4,7370
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V6,IR773A1-36-2-1,1,6678
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V6,IR773A1-36-2-1,2,6257
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V6,IR773A1-36-2-1,3,7074
LTCCE-HP,IRRI-B5-B8,1970,DS,F3,100,V6,IR773A1-36-2-1,4,6828
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V1,IR8,1,9093
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V1,IR8,2,8568
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V1,IR8,3,8273
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V1,IR8,4,8735
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V2,PB76-TB807,1,6462
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V2,PB76-TB807,2,5812
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V2,PB76-TB807,3,5193
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V2,PB76-TB807,4,5896
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V3,IR661-1-140-3-2,1,10516
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V3,IR661-1-140-3-2,2,9888
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V3,IR661-1-140-3-2,3,9280
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V3,IR661-1-140-3-2,4,9293
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V4,IR22,1,8834
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V4,IR22,2,8197
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V4,IR22,3,8611
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V4,IR22,4,8314
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V5,IR20,1,6298
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V5,IR20,2,6826
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V5,IR20,3,7705
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V5,IR20,4,7204
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V6,IR773A1-36-2-1,1,6778
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V6,IR773A1-36-2-1,2,7105
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V6,IR773A1-36-2-1,3,7813
LTCCE-HP,IRRI-B5-B8,1970,DS,F4,150,V6,IR773A1-36-2-1,4,6781
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V1,IR8,1,6159
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V1,IR8,2,6499
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V1,IR8,3,5869
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V1,IR8,4,6044
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V2,IR20,1,5875
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V2,IR20,2,5770
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V2,IR20,3,4744
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V2,IR20,4,6089
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V3,IR661-1-140-3-117,1,7409
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V3,IR661-1-140-3-117,2,7367
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V3,IR661-1-140-3-117,3,8267
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V3,IR661-1-140-3-117,4,6628
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V4,IR24,1,7193
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V4,IR24,2,6267
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V4,IR24,3,5376
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V4,IR24,4,6649
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V5,IR22,1,5950
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V5,IR22,2,5759
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V5,IR22,3,5103
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V5,IR22,4,5099
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V6,BPI121-407,1,5473
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V6,BPI121-407,2,6667
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V6,BPI121-407,3,4593
LTCCE-HP,IRRI-B5-B8,1971,DS,F1,0,V6,BPI121-407,4,4709
LTCCE-HP,IRRI-B5-B8,1971,DS,F2,50,V1,IR8,1,7858
LTCCE-HP,IRRI-B5-B8,1971,DS,F2,50,V1,IR8,2,7282
LTCCE-HP,IRRI-B5-B8,1971,DS,F2,50,V1,IR8,3,7666
LTCCE-HP,IRRI-B5-B8,1971,DS,F2,50,V1,IR8,4,6769
LTCCE-HP,IRRI-B5-B8,1971,DS,F2,50,V2,IR20,1,7852
LTCCE-HP,IRRI-B5-B8,1971,DS,F2,50,V2,IR20,2,6482
